,,,,AWP/QTY,,,,,WAC/QTY,,,,,Base/QTY,,,,,MAF/QTY,,,,,PPL/QTY,,,,,PPA/QTY,,,,,TOTAL/QTY ,,,,,Base %,,,,,MAF %,,,,,PPL%,,,,,PPA%,,,,,Total%,,,,
EHB_OO,832142505,BRIMONIDINE TARTRATE/TIMOLOL MALEATE,OPHTHALMIC BETA BLOCKERS,$46.54 ,$46.54 ,$46.54 ,$46.54 ,$46.54 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS00078069667,NEW GENERIC ENTRESTO,ANGIOTENSIN II RECEPTOR & NEPRILYSIN INHIBITOR (ARNI),$13.01 ,$13.34 ,$13.67 ,$14.01 ,$14.36 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,23649810,UBRELVY,MIGRAINE PRODUCTS,$136.68 ,$143.51 ,$150.67 ,$158.20 ,$166.10 ,$113.45 ,$119.12 ,$125.07 ,$131.31 ,$137.87 ,$55.62 ,$58.40 ,$61.31 ,$64.37 ,$67.59 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$55.62 ,$58.40 ,$61.31 ,$64.37 ,67.59%,49%,49%,49%,49%,49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49%,49%,49%,49%,49
EHB_OO,58160084211,BOOSTRIX,TOXOIDS & COMBINATIONS,$120.07 ,$123.89 ,$127.60 ,$131.21 ,$134.68 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS00006027754,NEW GENERIC JANUVIA,DPP-4 INHIBITORS & COMBOS,$11.88 ,$11.88 ,$11.88 ,$11.88 ,$11.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,55724021121,EUCRISA,ECZEMA TREATMENT,$16.78 ,$17.64 ,$18.47 ,$19.28 ,$20.03 ,$14.10 ,$14.83 ,$15.53 ,$16.20 ,$16.83 ,$5.54 ,$5.82 ,$6.09 ,$6.36 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$5.54 ,$5.82 ,$6.09 ,$6.36 ,0,39%,39%,39%,39%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39%,39%,39%,39%,0
EHB_OO,115169449,EPINEPHRINE,ANAPHYLAXIS THERAPY AGENTS,$247.01 ,$247.01 ,$247.01 ,$247.01 ,$247.01 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,59088010959,MULTIVITAMIN/FLUORIDE,VITAMINS & SUPPLEMENTS,$0.19 ,$0.19 ,$0.19 ,$0.19 ,$0.19 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,27241002238,ZOLMITRIPTAN,MIGRAINE PRODUCTS,$55.98 ,$55.98 ,$55.98 ,$55.98 ,$55.98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS17772012201,NEW GENERIC OXTELLAR XR,ANTICONVULSANTS - 2ND GENERATION,$15.39 ,$16.43 ,$17.46 ,$18.50 ,$19.54 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,2318280,TRULICITY,GLUCAGON-LIKE PEPTIDE-1 AGONISTS (GLP1),$598.24 ,$604.22 ,$610.26 ,$616.36 ,$622.52 ,$498.52 ,$503.50 ,$508.54 ,$513.62 ,$518.75 ,$260.48 ,$263.08 ,$265.71 ,$268.37 ,$271.05 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$260.48 ,$263.08 ,$265.71 ,$268.37 ,271.05%,52%,52%,52%,52%,52%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52%,52%,52%,52%,52
EHB_OO,60505381703,DASATINIB,ONCOLOGY,$693.36 ,$693.36 ,$693.36 ,$693.36 ,$693.36 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,58657016490,MULTIVITAMIN/FLUORIDE,VITAMINS & SUPPLEMENTS,$0.22 ,$0.22 ,$0.22 ,$0.22 ,$0.22 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,69531720,PAXLOVID,MISC. ANTIVIRALS,$92.29 ,$94.68 ,$96.99 ,$99.21 ,$101.32 ,$76.89 ,$78.89 ,$80.81 ,$82.66 ,$84.42 ,$16.92 ,$17.35 ,$17.78 ,$18.18 ,$18.57 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$16.92 ,$17.35 ,$17.78 ,$18.18 ,18.57%,22%,22%,22%,22%,22%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22%,22%,22%,22%,22
EHB_OO,228306211,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,$7.05 ,$7.05 ,$7.05 ,$7.05 ,$7.05 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,65162077810,BUDESONIDE,GLUCOCORTICOSTEROIDS,$24.86 ,$24.86 ,$24.86 ,$24.86 ,$24.86 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,AggregateGGNNR3000000000000000000101,AggregateGGNNR3000000000000000000101,Aggregate,$44.44 ,$44.44 ,$44.44 ,$44.44 ,$44.44 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,73536050001,BESREMI,ONCOLOGY,"$11,711.99 ","$12,494.98 ","$13,305.88 ","$14,145.28 ","$15,021.61 ","$9,210.42 ","$9,826.17 ","$10,463.87 ","$11,123.99 ","$11,813.14 ",$625.23 ,$667.03 ,$710.32 ,$755.13 ,$801.91 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$625.23 ,$667.03 ,$710.32 ,$755.13 ,801.91%,7%,7%,7%,7%,7%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7%,7%,7%,7%,7
EHB_OO,310626060,XIGDUO XR,SGLT-2 INHIBITORS & COMBOS,$12.43 ,$12.84 ,$13.25 ,$13.64 ,$14.02 ,$10.39 ,0,0,0,0,$4.74 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$4.74 ,0,0,0,0,46%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46%,0,0,0,0
EHB_OO,NEWGENERICS49702022813,NEW GENERIC TIVICAY,HIV-INTEGRASE INHIBITOR,0,0,$101.00 ,$106.66 ,$112.15 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,65757065242,LYBALVI,PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS - MISC.,$69.16 ,$72.60 ,$76.12 ,$79.73 ,$83.51 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,72485061130,LIDOCAINE HYDROCHLORIDE JELLY,LOCAL ANESTHETICS - TOPICAL,$10.98 ,$10.98 ,$10.98 ,$10.98 ,$10.98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,64764073030,TRINTELLIX,ANTIDEPRESSANTS,$21.80 ,$23.02 ,$24.23 ,$25.43 ,$26.61 ,$18.26 ,0,0,0,0,$6.42 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$6.42 ,0,0,0,0,35%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35%,0,0,0,0
EHB_OO,43547034506,LEVETIRACETAM ER,ANTICONVULSANTS - 2ND GENERATION,$4.47 ,$4.47 ,$4.47 ,$4.47 ,$4.47 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,73362000901,SKYTROFA,GROWTH HORMONES,"$2,890.47 ","$3,021.03 ","$3,146.89 ","$3,268.06 ","$3,379.90 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,115169549,EPINEPHRINE,ANAPHYLAXIS THERAPY AGENTS,$247.01 ,$247.01 ,$247.01 ,$247.01 ,$247.01 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,33332002403,AFLURIA 2024-2025,VACCINES,$53.06 ,$55.71 ,$58.50 ,$61.42 ,$64.49 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,51672138903,AZELAIC ACID,ROSACEA AGENTS,$2.88 ,$2.88 ,$2.88 ,$2.88 ,$2.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,70954040310,DEXAMETHASONE,GLUCOCORTICOSTEROIDS,$1.19 ,$1.19 ,$1.19 ,$1.19 ,$1.19 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,94030000212,EMBRACE PEN NEEDLES/31G X 8MM,NEEDLES & SYRINGES,$0.53 ,$0.54 ,$0.54 ,$0.55 ,$0.57 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS54092054701,NEW GENERIC MOTEGRITY,CHRONIC IDIOPATHIC CONSTIPATION,$21.25 ,$22.42 ,$23.58 ,$24.72 ,$25.84 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,89152386005,T:SLIM X2 3ML CARTRIDGE,INSULIN ADMINISTRATION SUPPLIES,$8.36 ,$8.78 ,$9.22 ,$9.68 ,$10.16 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,193738301,CONTOUR NEXT GEN BLOOD GLUCOSE MONITORING SYSTEM,DIABETES MONITORING AND TESTING SUPPLIES,$20.81 ,$20.81 ,$20.81 ,$20.81 ,$20.81 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,69536010388,AFTERA,CONTRACEPTIVES,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$27.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,57894064001,TREMFYA,IMMUNOMODULATORS,"$18,265.30 ","$19,061.03 ","$19,891.43 ","$20,758.00 ","$21,662.32 ","$14,791.64 ","$15,436.03 ","$16,108.51 ","$16,810.27 ","$17,542.61 ","$7,691.66 ","$8,026.74 ","$8,376.43 ","$8,741.35 ","$9,122.16 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$7,691.66 ","$8,026.74 ","$8,376.43 ","$8,741.35 ",9122.16%,52%,52%,52%,52%,52%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52%,52%,52%,52%,52
EHB_OO,73154012060,XPHOZAH,METABOLIC MODIFIERS,$64.78 ,$66.27 ,$67.70 ,$69.09 ,$70.39 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,61958340101,YEZTUGO,HIV-CAPSID INHIBITORS,$726.39 ,$762.71 ,$800.85 ,$840.89 ,$882.93 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS61958110101,NEW GENERIC COMPLERA,HIV-MULTICLASS COMBO,$146.45 ,$154.84 ,$163.28 ,$171.79 ,$180.33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,31722056030,EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,HIV-MULTICLASS COMBO,$70.01 ,$70.01 ,$70.01 ,$70.01 ,$70.01 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,21922001607,CLOBETASOL PROPIONATE,CORTICOSTEROIDS - TOPICAL,$7.65 ,$7.65 ,$7.65 ,$7.65 ,$7.65 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,49281040010,ADACEL,TOXOIDS & COMBINATIONS,$121.75 ,$125.42 ,$128.62 ,$131.37 ,$133.35 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,65649030302,XIFAXAN,ANTI-INFECTIVE AGENTS - MISC.,$71.04 ,$72.86 ,$74.73 ,$76.64 ,$78.61 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,310067960,LYNPARZA,ONCOLOGY,$183.17 ,$192.68 ,$201.76 ,$210.40 ,$218.11 ,$155.12 ,$163.18 ,$170.87 ,$178.19 ,$184.71 ,$3.10 ,$3.26 ,$3.42 ,$3.56 ,$3.69 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$3.10 ,$3.26 ,$3.42 ,$3.56 ,3.69%,2%,2%,2%,2%,2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2%,2%,2%,2%,2
EHB_OO,61958230101,VEMLIDY,HEPATITIS B,$64.74 ,$68.45 ,$72.19 ,$75.95 ,$79.72 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,89152168005,"AUTOSOFT XC INFUSION SET/23""/6MM",INSULIN ADMINISTRATION SUPPLIES,$23.74 ,$23.74 ,$23.74 ,$23.74 ,$23.74 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,72205001390,PREGABALIN,ANTICONVULSANTS - 2ND GENERATION,$8.43 ,$8.43 ,$8.43 ,$8.43 ,$8.43 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS50458057930,NEW GENERIC XARELTO,ORAL ANTICOAGULANTS,0,$22.65 ,$23.23 ,$23.82 ,$24.43 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,AggregateGGNNR9000000000000000000100,AggregateGGNNR9000000000000000000100,Aggregate,$3.24 ,$3.28 ,$3.32 ,$3.36 ,$3.40 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,58160084252,BOOSTRIX,TOXOIDS & COMBINATIONS,$120.07 ,$123.89 ,$127.60 ,$131.21 ,$134.68 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,69367026701,WESTAB PLUS,PRENATAL VITAMINS,$0.71 ,$0.71 ,$0.71 ,$0.71 ,$0.71 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,2777211,EBGLYSS,CHRONIC INFLAMMATORY DISEASE,"$2,162.34 ","$2,270.46 ","$2,383.98 ","$2,503.18 ","$2,628.34 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,45963055650,GABAPENTIN,ANTICONVULSANTS - 2ND GENERATION,$1.33 ,$1.33 ,$1.33 ,$1.33 ,$1.33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICSGGNNR9000000000000000000000,NEW GENERIC,Aggregate,0,0,0,"$1,621.26 ","$1,696.43 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,23530105,RESTASIS MULTIDOSE,OPHTHALMIC IMMUNOMODULATORS,$141.72 ,$143.32 ,$145.21 ,$147.38 ,$150.10 ,$118.26 ,$119.59 ,$121.17 ,$122.98 ,$125.25 ,$74.80 ,$75.64 ,$76.64 ,$77.79 ,$79.22 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$74.80 ,$75.64 ,$76.64 ,$77.79 ,79.22%,63%,63%,63%,63%,63%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63%,63%,63%,63%,63
EHB_OO,193288021,KETOSTIX,DIAGNOSTIC TESTS,$0.21 ,$0.21 ,$0.21 ,$0.22 ,$0.22 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
