,,,,AWP/QTY,,,,,WAC/QTY,,,,,Base/QTY,,,,,MAF/QTY,,,,,PPL/QTY,,,,,PPA/QTY,,,,,TOTAL/QTY ,,,,,Base %,,,,,MAF %,,,,,PPL%,,,,,PPA%,,,,,Total%,,,,
IBCprem_BoG_GOV,57237027424,LAMIVUDINE,HIV-NRTI,$0.50 ,$0.50 ,$0.50 ,$0.50 ,$0.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,59572050421,POMALYST,ONCOLOGY,"$1,440.87 ","$1,477.79 ","$1,515.66 ","$1,554.50 ","$1,594.34 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,53885001169,ONETOUCH VERIO REFLECT,DIABETES MONITORING AND TESTING SUPPLIES,$27.60 ,$27.60 ,$27.60 ,$27.60 ,$27.60 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,24208046325,LATANOPROST,OPHTHALMIC PROSTAGLANDINS,$9.75 ,$9.75 ,$9.75 ,$9.75 ,$9.75 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,54327099,FLUTICASONE PROPIONATE,NASAL STEROIDS,$5.83 ,$5.83 ,$5.83 ,$5.83 ,$5.83 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,59212068010,ZONEGRAN,ANTICONVULSANTS - 2ND GENERATION,$31.77 ,$33.66 ,$35.60 ,$37.59 ,$39.69 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,480579508,CETRORELIX ACETATE,FERTILITY MEDICATIONS,$326.87 ,$326.87 ,$326.87 ,$326.87 ,$326.87 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,49502080693,YUPELRI,LAMA/ACH,$23.69 ,$25.07 ,$26.48 ,$27.92 ,$29.44 ,$19.77 ,$20.93 ,$22.10 ,$23.31 ,$24.57 ,$7.56 ,$8.00 ,$8.45 ,$8.91 ,$9.40 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$7.56 ,$8.00 ,$8.45 ,$8.91 ,9.40%,38%,38%,38%,38%,38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38%,38%,38%,38%,38
IBCprem_BoG_GOV,49884094872,SAPROPTERIN DIHYDROCHLORIDE,METABOLIC MODIFIERS,$43.52 ,$43.52 ,$43.52 ,$43.52 ,$43.52 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,55566150201,NOVAREL,FERTILITY MEDICATIONS,$217.00 ,$223.68 ,$229.92 ,$235.40 ,$241.01 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,93776724,EVEROLIMUS,ONCOLOGY,$639.49 ,$639.49 ,$639.49 ,$639.49 ,$639.49 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,61570013140,SILVADENE,BURN PRODUCTS,$0.16 ,$0.16 ,$0.17 ,$0.17 ,$0.17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,6027731,JANUVIA,DPP-4 INHIBITORS & COMBOS,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,71858003004,TIROSINT,THYROID HORMONES,$5.99 ,$6.02 ,$6.04 ,$6.08 ,$6.11 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,57896098110,ASPIRIN EC ADULT LOW DOSE,ANALGESICS,$0.01 ,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,8290320550,"BD PEN NEEDLE/NANO 2ND GEN/32G X 5/32""",NEEDLES & SYRINGES,$0.91 ,$0.97 ,$1.03 ,$1.09 ,$1.15 ,$0.72 ,$0.77 ,$0.82 ,$0.87 ,$0.92 ,$0.27 ,$0.28 ,$0.30 ,$0.32 ,$0.34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0.27 ,$0.28 ,$0.30 ,$0.32 ,0.34%,37%,37%,37%,37%,37%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37%,37%,37%,37%,37
IBCprem_BoG_GOV,9958003361,MEDIHONEY WOUND/BURN     DRESSING,WOUND CARE PRODUCTS,$1.14 ,$1.23 ,$1.34 ,$1.48 ,$1.64 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,8290328438,BD INSULIN SYRINGE ULTRA-FINE/0.3ML/31G X 8MM,NEEDLES & SYRINGES,$0.67 ,$0.72 ,$0.77 ,$0.82 ,$0.87 ,$0.52 ,$0.56 ,$0.60 ,$0.64 ,$0.68 ,$0.24 ,$0.26 ,$0.27 ,$0.29 ,$0.31 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0.24 ,$0.26 ,$0.27 ,$0.29 ,0.31%,46%,46%,46%,46%,46%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46%,46%,46%,46%,46
IBCprem_BoG_GOV,54436025004,XYOSTED,ANDROGENS,$419.88 ,$438.46 ,$457.84 ,$478.75 ,$500.62 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,555077702,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,$1.71 ,$1.71 ,$1.71 ,$1.71 ,$1.71 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,65702071210,ACCU-CHEK GUIDE TEST STRIPS,DIABETES TEST STRIPS,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,69097038273,LENALIDOMIDE,ONCOLOGY,$949.88 ,$949.88 ,$949.88 ,$949.88 ,$949.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,69238153502,CLOBAZAM,ANTICONVULSANTS - 2ND GENERATION,$9.14 ,$9.14 ,$9.14 ,$9.14 ,$9.14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,69315091001,DIPHENOXYLATE HYDROCHLORIDE/ATROPINE SULFATE,ANTIDIARRHEAL AGENTS,$0.56 ,$0.56 ,$0.56 ,$0.56 ,$0.56 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,NEWGENERICS10144034260,NEW GENERIC INBRIJA,ANTIPARKINSON AGENTS,0,0,$29.15 ,$30.76 ,$32.46 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,76204060030,IPRATROPIUM BROMIDE/ALBUTEROL SULFATE,LABA LAMA COMBO,$0.73 ,$0.73 ,$0.73 ,$0.73 ,$0.73 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,NEWGENERICS70482008560,NEW GENERIC GOCOVRI,ANTIPARKINSON AGENTS,0,0,0,$83.05 ,$87.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,74056607,VENCLEXTA,ONCOLOGY,$84.53 ,$88.25 ,$92.16 ,$96.42 ,$100.87 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,49502090030,EMSAM,ANTIDEPRESSANTS,$100.98 ,$106.41 ,$111.84 ,$117.22 ,$122.86 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,NEWGENERICS54092054601,NEW GENERIC MOTEGRITY,CHRONIC IDIOPATHIC CONSTIPATION,$22.42 ,$23.58 ,$24.73 ,$25.84 ,$27.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,51672138104,CLINDAMYCIN/BENZOYL PEROXIDE,ACNE PRODUCTS,$8.17 ,$8.17 ,$8.17 ,$8.17 ,$8.17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,45802086801,POLYETHYLENE GLYCOL 3350,LAXATIVES,$0.04 ,$0.04 ,$0.04 ,$0.04 ,$0.04 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,54092019112,PENTASA,INFLAMMATORY BOWEL AGENTS,$7.29 ,$7.29 ,$7.29 ,$7.29 ,$7.29 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,57599084400,FREESTYLE LIBRE 3 PLUS/SENSOR/GLUCOSE MONITORING SYSTEM,DIABETES MONITORING AND TESTING SUPPLIES,$100.16 ,$105.17 ,$110.43 ,$115.95 ,$121.75 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,70000041502,CLEARLAX,LAXATIVES,$0.04 ,$0.04 ,$0.04 ,$0.04 ,$0.04 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,NEWGENERICS00023932105,NEW GENERIC ALPHAGAN P,OPHTHALMIC ADRENERGIC AGENTS,$43.24 ,$44.21 ,$45.33 ,$46.75 ,$48.22 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,69315011610,FUROSEMIDE,DIURETICS & COMBOS,$0.14 ,$0.14 ,$0.14 ,$0.14 ,$0.14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,70165002530,ADZENYS XR-ODT,ADHD & NARCOLEPSY MEDICATIONS,$27.08 ,$28.53 ,$29.97 ,$31.41 ,$32.92 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,68180087673,NORETHINDRONE,CONTRACEPTIVES,$1.32 ,$1.32 ,$1.32 ,$1.32 ,$1.32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,69536016288,PLAN B ONE-STEP,CONTRACEPTIVES,$42.11 ,$44.21 ,$46.42 ,$48.75 ,$51.18 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,11917007952,FOLIC ACID,VITAMINS & SUPPLEMENTS,$0.01 ,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,62484002002,PURIXAN,ONCOLOGY,$17.55 ,$17.83 ,$18.15 ,$18.56 ,$18.98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,555902658,JUNEL FE 1/20,CONTRACEPTIVES,$1.02 ,$1.02 ,$1.02 ,$1.02 ,$1.02 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,69034401,ABRYSVO,VACCINES,$388.32 ,$397.78 ,$406.90 ,$415.56 ,$424.40 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,8290309581,"BD 3ML LUER-LOK SYRINGE/25G X 1""",NEEDLES & SYRINGES,$0.17 ,$0.18 ,$0.19 ,$0.20 ,$0.21 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,71858011505,TIROSINT-SOL,THYROID HORMONES,$6.09 ,$6.13 ,$6.17 ,$6.23 ,$6.28 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469052002,CRESEMBA,ANTIFUNGALS,$146.50 ,$150.07 ,$153.51 ,$156.78 ,$160.12 ,$121.76 ,$124.72 ,$127.58 ,$130.30 ,$133.07 ,$10.05 ,$10.29 ,$10.53 ,$10.75 ,$10.98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10.05 ,$10.29 ,$10.53 ,$10.75 ,10.98%,8%,8%,8%,8%,8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8%,8%,8%,8%,8
IBCprem_BoG_GOV,50474071079,CIMZIA,IMMUNOMODULATORS,"$7,922.14 ","$8,310.32 ","$8,717.53 ","$9,144.69 ","$9,592.78 ","$6,602.58 ","$6,926.11 ","$7,265.49 ","$7,621.50 ","$7,994.95 ","$4,322.86 ","$4,534.68 ","$4,756.88 ","$4,989.97 ","$5,234.48 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$4,322.86 ","$4,534.68 ","$4,756.88 ","$4,989.97 ",5234.48%,65%,65%,65%,65%,65%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65%,65%,65%,65%,65
IBCprem_BoG_GOV,74081702,HUMIRA,IMMUNOMODULATORS,"$4,153.57 ","$4,153.57 ","$4,153.57 ","$4,153.57 ","$4,153.57 ","$3,461.31 ","$3,461.31 ","$3,461.31 ","$3,461.31 ","$3,461.31 ","$2,578.68 ","$2,578.68 ","$2,578.68 ","$2,578.68 ","$2,578.68 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$2,578.68 ","$2,578.68 ","$2,578.68 ","$2,578.68 ",2578.68%,75%,75%,75%,75%,75%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75%,75%,75%,75%,75
IBCprem_BoG_GOV,NEWGENERICS50881001060,NEW GENERIC JAKAFI,ONCOLOGY,0,$324.20 ,$326.71 ,$329.24 ,$331.78 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536105224,PEG 3350,LAXATIVES,$0.05 ,$0.05 ,$0.05 ,$0.05 ,$0.05 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,52268001201,SUPREP BOWEL PREP KIT,LAXATIVES,$0.43 ,$0.45 ,$0.46 ,$0.47 ,$0.49 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,66758024201,FOCALIN XR,ADHD & NARCOLEPSY MEDICATIONS,$7.33 ,$7.70 ,$8.08 ,$8.49 ,$8.91 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,52268055001,SUFLAVE,LAXATIVES,$81.48 ,$83.46 ,$85.38 ,$87.20 ,$89.05 ,$67.72 ,$69.37 ,$70.96 ,$72.47 ,$74.01 ,$30.57 ,$31.32 ,$32.03 ,$32.72 ,$33.41 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30.57 ,$31.32 ,$32.03 ,$32.72 ,33.41%,45%,45%,45%,45%,45%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45%,45%,45%,45%,45
IBCprem_BoG_GOV,406055201,OXYCODONE HYDROCHLORIDE,OPIOID AGONISTS & COMBOS,$0.54 ,$0.54 ,$0.54 ,$0.54 ,$0.54 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
